article_title,question_id,question,answer_text,answer_start_offset,sentence_text
To_Kill_a_Mockingbird,56d261f359d6e41400145f36,Who is the main example of an innocent destroyed in the novel?,Tom Robinson,0,Tom Robinson is the chief example among several innocents destroyed carelessly or deliberately throughout the novel.
London,57287f88ff5b5019007da27c,Why does South London have such a high number of railways?,it has fewer Underground lines.,185,"South London, particularly, has a high concentration of railways as it has fewer Underground lines."
Infection,573431514776f41900661a3c,What is higher pathogen load associated with?,decreased size of ethnic and religious groups in an area,140,Higher pathogen load is associated with decreased size of ethnic and religious groups in an area.
"Charleston,_South_Carolina",573053c88ab72b1400f9c468,A compromise law from the state politicans achieved what?,in Washington to gradually reduce the tariffs,644,The state's politicians worked on a compromise law in Washington to gradually reduce the tariffs.
North_Carolina,5727849e5951b619008f8c21,What year did Nathaniel Battes settle in North Carolina?,1655,365,He settled south of the Chowan River and east of the Great Dismal Swamp in 1655.
Bras%C3%ADlia,5731df190fdd8d15006c65d9,What style of gardens did Marx design?,modernist,1068,The Brazilian landscape architect Roberto Burle Marx designed landmark modernist gardens for some of the principal buildings.
Capacitor,57270a05708984140094d8e6,In what type of applications is piezeoelectricity especially problematic?,audio applications,340,"The resulting interference is especially problematic in audio applications, potentially causing feedback or unintended recording."
Cubism,5727ac434b864d1900163a11,In which city did Galerie de l’Effort Moderne take place? ,Paris,964,In 1918 Rosenberg presented a series of Cubist exhibitions at his Galerie de l’Effort Moderne in Paris.
Nutrition,5726bc56708984140094cfa1,"Other than fats, what else consists of atoms of carbon, hydrogen and oxygen?",carbohydrates,13,"Molecules of carbohydrates and fats consist of carbon, hydrogen, and oxygen atoms."
Washington_University_in_St._Louis,57300eee947a6a140053d010,What is the oldest female a cappella group at Washington University?,The Greenleafs,190,"The Greenleafs, an all-female group is the oldest (and only) female group on campus."
"Richmond,_Virginia",5734408d879d6814001ca3ff,How many synagogues in the Reform tradition are present in Richmond?,three,595,"There are three Reform synagogues, Bonay Kodesh, Beth Ahabah and Or Ami."
The_Blitz,57304589b2c2fd1400568b46,When would other targets be considered available?,if the primary ones could not be attacked because of weather conditions,796,Other targets would be considered if the primary ones could not be attacked because of weather conditions.
Pope_John_XXIII,572803713acd2414000df235,Where was the decision made for this council?,the Basilica of Saint Paul Outside the Walls,293,This decision was announced on 29 January 1959 at the Basilica of Saint Paul Outside the Walls.
Dog,56d9b69cdc89441400fdb728,What type of reptiles eat dogs?,alligators and pythons,438,Reptiles such as alligators and pythons have been known to kill and eat dogs.
Alaska,5728edab2ca10214002daaab,Which part of Alaska has no road system connecting it to other areas?,western part,475,The western part of Alaska has no road system connecting the communities with the rest of Alaska.
Nigeria,5726d8e9f1498d1400e8ecfe,How did Nigerians view the Shagari administration?,corrupt and incompetent,195,The Shagari government became viewed as corrupt and incompetent by virtually all sectors of Nigerian society.
"Tucson,_Arizona",57344401879d6814001ca431,What agency manages Tucson's water?,Arizona Department of Water Resources,160,The state manages all water in Arizona through its Arizona Department of Water Resources (ADWR).
Bill_%26_Melinda_Gates_Foundation,5725bb4038643c19005acc02,What is the goal of the Trust investments ,exclusive goal of maximizing the return on investment,60,"The foundation trust invests undistributed assets, with the exclusive goal of maximizing the return on investment."
Hunting,5735ec17012e2f140011a0dd,Where is hunting still vital?,marginal climates,458,"Hunting is still vital in marginal climates, especially those unsuited for pastoral uses or agriculture."
Prime_minister,56dd37fe66d3e219004dac77,In what kinds of nations can the head of government attain the title of Excellency?,non-Commonwealth countries,3,In non-Commonwealth countries the prime minister may be entitled to the style of Excellency like a president.
Guinea-Bissau,56f8d6e09e9bad19000a05c8,How long was it since Vieira had held the office of president?,six years,214,Vieira returned to power in 2005 six years after being ousted from office during a civil war.
Greece,57267de2dd62a815002e870f,In what year did the first cinema theater open in Greece?,1907,88,Cinema first appeared in Greece in 1896 but the first actual cine-theatre was opened in 1907.
Transistor,572f97a804bcaa1900d76ac3,What follows the 2 letters in the part numbering scheme?,A 3-digit sequence number,337,"A 3-digit sequence number (or one letter then 2 digits, for industrial types) follows."
Premier_League,572fc1dd947a6a140053cc5c,When did the Premier League hold its first season?,The league held its first season in 1992–93,0,The league held its first season in 1992–93 and was originally composed of 22 clubs.
FA_Cup,572783c7f1498d1400e8fa61,Is there a name for the specific venue? ,Kennington Oval was used as the semi-final venue,209,"For the first decade of the competition, the Kennington Oval was used as the semi-final venue."
IPod,56cc6e346d243a140015efa9,What iPod feature allowed for USB connections with the device?,30-pin dock connector,39,"The third generation began including a 30-pin dock connector, allowing for FireWire or USB connectivity."
American_Idol,56d37b7659d6e414001464e6,Who filled the judges spot vacated by Paula Abdul on season nine of American Idol?,Ellen DeGeneres,88,Ellen DeGeneres joined as a judge to replace Paula Abdul at the start of Hollywood Week.
Law_of_the_United_States,5727d6e7ff5b5019007d9690,early on American courts cited what cases?,contemporary English,69,"Early on, American courts, even after the Revolution, often did cite contemporary English cases."
The_Legend_of_Zelda:_Twilight_Princess,56cd976762d2951400fa6763,What was the working name for the Wii prior to release?,Revolution,1219,"At the same time, the Wii was under development with the code name ""Revolution""."
Geography_of_the_United_States,572ece1adfa6aa1500f8d3ef,Which mountainous region receives the highest snowfall on Earth?,mountains of the western states,16,"On average, the mountains of the western states receive the highest levels of snowfall on Earth."
"Tucson,_Arizona",57343cc24776f41900661acf,"Who said Tucson is bicycle-friendly, in 2007?",The League of American Bicyclists,0,The League of American Bicyclists gave Tucson a gold rating for bicycle friendliness in late April 2007.
"Ann_Arbor,_Michigan",57277e815951b619008f8b51,Which museum is located at Ann Arbors historic downtown fire station?,The Ann Arbor Hands-On Museum,0,The Ann Arbor Hands-On Museum is located in a renovated and expanded historic downtown fire station.
American_Idol,56db2eaae7c41114004b4ef1,Which former judge came back to the judges' panel this season?,Jennifer Lopez,276,"Former judge Jennifer Lopez and former mentor Harry Connick, Jr. joined Urban on the panel."
Matter,56e6d6556fe0821900b8ebb6,"Despite not having size or volume themselves, quarks and leptons contribute to what measure of composite particles in matter?",volume,348,"Typically, science considers these composite particles matter because they have both rest mass and volume."
Glacier,572702ec708984140094d873,How far do glaciers generally move per day?,1 m (3 ft),50,"Mean speeds vary greatly, but is typically around 1 m (3 ft) per day."
Crimean_War,5726ad55f1498d1400e8e6e7,Who promoted the rights of the Catholic people?,The French,308,"The French promoted the rights of Catholics, while Russia promoted those of the Eastern Orthodox Christians."
Detroit,5728ce8f2ca10214002da850,What Detroit gallery opened in 2010?,G.R. N'Namdi Gallery,13,"In 2010, the G.R. N'Namdi Gallery opened in a 16,000-square-foot (1,500 m2) complex in Midtown."
Eritrea,570dae0816d0071400510cbe,"When did Eritrea join a federation with Ethiopia, the Federation of Ethipia and Eritrea?",1947,232,"In 1947 Eritrea became part of a federation with Ethiopia, the Federation of Ethiopia and Eritrea."
Armenians,57323009e17f3d14004226f8,What religion is the Italian Armenian monastery?,Catholic,288,"An Armenian Catholic monastic community of 35 founded in 1717 exists on an island near Venice, Italy."
MP3,570637be52bb89140068997c,What kind of sample can display a good example of compression artifacts?,A sample of applause,318,A sample of applause compressed with a relatively low bit rate provides a good example of compression artifacts.
Heresy,56de717acffd8e1900b4b8ee,What area of Christianity commonly cited the first seven Ecumenical Councils in regards to heresy?,Eastern Christianity,3,In Eastern Christianity heresy most commonly refers to those beliefs declared heretical by the first seven Ecumenical Councils.
Queen_Victoria,5724e70a0ba9f01400d97bb4,What event did Victoria attend in 1866 for the first time following Albert's death?,State Opening of Parliament,124,"In 1866, Victoria attended the State Opening of Parliament for the first time since Albert's death."
Gamal_Abdel_Nasser,5727f0cd3acd2414000df048,Who sponsored Nasser's second application to the Military Academy?,Khairy Pasha,277,"Khairy Pasha agreed and sponsored Nasser's second application, which was accepted in late 1937."
To_Kill_a_Mockingbird,56d19e43e7d4791d0090207c,Both authors valued what over social standing?,individual worth,168,Both Austen and Lee challenged the social status quo and valued individual worth over social standing.
Uranium,570e386c0dc6ce1900204e9d,In what form is uranium most often used as fuel for nuclear reactors?,Uranium dioxide,349,Uranium dioxide is the form in which uranium is most commonly used as a nuclear reactor fuel.
